logName,resourceType,serviceName,methodName,principalEmail,projectId,resourceName,deviceName,diskSizeGb,diskType,sourceImage,machineType,message,timestamp,severity,callerIp,callerSuppliedUserAgent,insertId,currentTimestamp
projects/ikala-cc-staging/logs/cloudaudit.googleapis.com%2Factivity,gce_instance,compute.googleapis.com,v1.compute.instances.insert,707885213199@cloudservices.gserviceaccount.com,ikala-cc-staging,projects/707885213199/zones/asia-east1-a/instances/gke-convoy-staging-k-default-pool-v1--4be0cbfe-4cdj,,,,,,,7/29/2022 2:50:05,NOTICE,,GCE Managed Instance Group for GKE,e5sdf9d5k34,7/29/2022 3:00:27
projects/ikala-cc-staging/logs/cloudaudit.googleapis.com%2Factivity,gce_instance,compute.googleapis.com,v1.compute.instances.delete,707885213199@cloudservices.gserviceaccount.com,ikala-cc-staging,projects/707885213199/zones/asia-east1-a/instances/gke-convoy-staging-k-default-pool-v1--4be0cbfe-4cdj,,,,,,,7/29/2022 14:23:47,NOTICE,,GCE Managed Instance Group for GKE,-gcwxq4efyxjo,7/29/2022 15:00:13
projects/ikala-cc-staging/logs/cloudaudit.googleapis.com%2Factivity,gce_instance,compute.googleapis.com,v1.compute.instances.delete,707885213199@cloudservices.gserviceaccount.com,ikala-cc-staging,projects/707885213199/zones/asia-east1-a/instances/gke-convoy-staging-k-default-pool-v1--4be0cbfe-4cdj,,,,,,,7/29/2022 13:51:48,NOTICE,,GCE Managed Instance Group for GKE,y4u3cid5qye,7/29/2022 14:00:19
projects/ikala-cc-staging/logs/cloudaudit.googleapis.com%2Factivity,gce_instance,compute.googleapis.com,v1.compute.instances.delete,707885213199@cloudservices.gserviceaccount.com,ikala-cc-staging,projects/707885213199/zones/asia-east1-a/instances/gke-convoy-staging-k-default-pool-v1--4be0cbfe-4cdj,,,,,,,7/29/2022 12:28:27,NOTICE,,GCE Managed Instance Group for GKE,hhtw9xe5ucb6,7/29/2022 13:00:24
projects/ikala-cc-staging/logs/cloudaudit.googleapis.com%2Factivity,gce_instance,compute.googleapis.com,v1.compute.instances.insert,707885213199@cloudservices.gserviceaccount.com,ikala-cc-staging,projects/707885213199/zones/asia-east1-a/instances/gke-convoy-staging-k-default-pool-v1--4be0cbfe-4cdj,,,,,,,7/29/2022 0:47:49,NOTICE,,GCE Managed Instance Group for GKE,ilp4o0dgqgu,7/29/2022 1:00:18
projects/ikala-cc-staging/logs/cloudaudit.googleapis.com%2Factivity,gce_instance,compute.googleapis.com,v1.compute.instances.delete,707885213199@cloudservices.gserviceaccount.com,ikala-cc-staging,projects/707885213199/zones/asia-east1-a/instances/gke-convoy-staging-k-default-pool-v1--4be0cbfe-4cdj,,,,,,,7/29/2022 8:00:24,NOTICE,,GCE Managed Instance Group for GKE,-4fm74fdht12,7/29/2022 9:00:11
projects/ikala-cc-staging/logs/cloudaudit.googleapis.com%2Factivity,gce_instance,compute.googleapis.com,v1.compute.instances.insert,707885213199@cloudservices.gserviceaccount.com,ikala-cc-staging,projects/707885213199/zones/asia-east1-a/instances/gke-convoy-staging-k-default-pool-v1--4be0cbfe-4cdj,,,,,,,7/29/2022 16:45:10,NOTICE,,GCE Managed Instance Group for GKE,ilp4o0diz0a,7/29/2022 17:00:15
projects/ikala-cc-staging/logs/cloudaudit.googleapis.com%2Factivity,gce_instance,compute.googleapis.com,v1.compute.instances.insert,707885213199@cloudservices.gserviceaccount.com,ikala-cc-staging,projects/707885213199/zones/asia-east1-a/instances/gke-convoy-staging-k-default-pool-v1--4be0cbfe-4cdj,,,,,,,7/29/2022 22:30:27,NOTICE,,GCE Managed Instance Group for GKE,hholssdrfq4,7/29/2022 23:00:26
projects/ikala-cc-staging/logs/cloudaudit.googleapis.com%2Factivity,gce_instance,compute.googleapis.com,v1.compute.instances.delete,707885213199@cloudservices.gserviceaccount.com,ikala-cc-staging,projects/707885213199/zones/asia-east1-a/instances/gke-convoy-staging-k-default-pool-v1--4be0cbfe-4cdj,,,,,,,7/29/2022 2:49:56,NOTICE,,GCE Managed Instance Group for GKE,-8vdddjdhwjg,7/29/2022 3:00:27
projects/ikala-cc-staging/logs/cloudaudit.googleapis.com%2Factivity,gce_instance,compute.googleapis.com,v1.compute.instances.delete,707885213199@cloudservices.gserviceaccount.com,ikala-cc-staging,projects/707885213199/zones/asia-east1-a/instances/gke-convoy-staging-k-default-pool-v1--4be0cbfe-4cdj,,,,,,,7/29/2022 5:45:36,NOTICE,,GCE Managed Instance Group for GKE,-zieej7ekne6k,7/29/2022 6:00:15
projects/ikala-cc-staging/logs/cloudaudit.googleapis.com%2Factivity,gce_instance,compute.googleapis.com,v1.compute.instances.delete,707885213199@cloudservices.gserviceaccount.com,ikala-cc-staging,projects/707885213199/zones/asia-east1-a/instances/gke-convoy-staging-k-default-pool-v1--4be0cbfe-4cdj,,,,,,,7/29/2022 7:27:43,NOTICE,,GCE Managed Instance Group for GKE,uigmrd8czq,7/29/2022 8:00:15
projects/ikala-cc-staging/logs/cloudaudit.googleapis.com%2Factivity,gce_instance,compute.googleapis.com,v1.compute.instances.insert,707885213199@cloudservices.gserviceaccount.com,ikala-cc-staging,projects/707885213199/zones/asia-east1-a/instances/gke-convoy-staging-k-default-pool-v1--4be0cbfe-4cdj,,,,,,,7/29/2022 7:28:09,NOTICE,,GCE Managed Instance Group for GKE,-3lp4med2s78,7/29/2022 8:00:15
projects/ikala-cc-staging/logs/cloudaudit.googleapis.com%2Factivity,gce_instance,compute.googleapis.com,v1.compute.instances.delete,707885213199@cloudservices.gserviceaccount.com,ikala-cc-staging,projects/707885213199/zones/asia-east1-a/instances/gke-convoy-staging-k-default-pool-v1--4be0cbfe-4cdj,,,,,,,7/29/2022 5:34:49,NOTICE,,GCE Managed Instance Group for GKE,-jz53u8ek317i,7/29/2022 6:00:15
projects/ikala-cc-staging/logs/cloudaudit.googleapis.com%2Factivity,gce_instance,compute.googleapis.com,v1.compute.instances.delete,707885213199@cloudservices.gserviceaccount.com,ikala-cc-staging,projects/707885213199/zones/asia-east1-a/instances/gke-convoy-staging-k-default-pool-v1--4be0cbfe-4cdj,,,,,,,7/29/2022 10:26:23,NOTICE,,GCE Managed Instance Group for GKE,-yodw6wefudq8,7/29/2022 11:00:24
projects/ikala-cc-staging/logs/cloudaudit.googleapis.com%2Factivity,gce_instance,compute.googleapis.com,v1.compute.instances.insert,707885213199@cloudservices.gserviceaccount.com,ikala-cc-staging,projects/707885213199/zones/asia-east1-a/instances/gke-convoy-staging-k-default-pool-v1--4be0cbfe-4cdj,,,,,,,7/29/2022 22:41:12,NOTICE,,GCE Managed Instance Group for GKE,-8vdddjdk8t2,7/29/2022 23:00:26
projects/ikala-cc-staging/logs/cloudaudit.googleapis.com%2Factivity,gce_instance,compute.googleapis.com,v1.compute.instances.insert,707885213199@cloudservices.gserviceaccount.com,ikala-cc-staging,projects/707885213199/zones/asia-east1-a/instances/gke-convoy-staging-k-default-pool-v1--4be0cbfe-4cdj,,,,,,,7/29/2022 3:11:36,NOTICE,,GCE Managed Instance Group for GKE,y4u3cid3kk8,7/29/2022 4:00:24
projects/ikala-cc-staging/logs/cloudaudit.googleapis.com%2Factivity,gce_instance,compute.googleapis.com,v1.compute.instances.delete,707885213199@cloudservices.gserviceaccount.com,ikala-cc-staging,projects/707885213199/zones/asia-east1-a/instances/gke-convoy-staging-k-default-pool-v1--4be0cbfe-4cdj,,,,,,,7/29/2022 14:13:16,NOTICE,,GCE Managed Instance Group for GKE,-3lp4med3qu2,7/29/2022 15:00:13
projects/ikala-cc-staging/logs/cloudaudit.googleapis.com%2Factivity,gce_instance,compute.googleapis.com,v1.compute.instances.delete,707885213199@cloudservices.gserviceaccount.com,ikala-cc-staging,projects/707885213199/zones/asia-east1-a/instances/gke-convoy-staging-k-default-pool-v1--4be0cbfe-4cdj,,,,,,,7/29/2022 18:35:12,NOTICE,,GCE Managed Instance Group for GKE,-a98mioec1z6q,7/29/2022 19:00:30
projects/ikala-cc-staging/logs/cloudaudit.googleapis.com%2Factivity,gce_instance,compute.googleapis.com,v1.compute.instances.delete,707885213199@cloudservices.gserviceaccount.com,ikala-cc-staging,projects/707885213199/zones/asia-east1-a/instances/gke-convoy-staging-k-default-pool-v1--4be0cbfe-4cdj,,,,,,,7/29/2022 5:02:57,NOTICE,,GCE Managed Instance Group for GKE,-6xnvrpdh3ia,7/29/2022 6:00:15
projects/ikala-cc-staging/logs/cloudaudit.googleapis.com%2Factivity,gce_instance,compute.googleapis.com,v1.compute.instances.delete,707885213199@cloudservices.gserviceaccount.com,ikala-cc-staging,projects/707885213199/zones/asia-east1-a/instances/gke-convoy-staging-k-default-pool-v1--4be0cbfe-4cdj,,,,,,,7/29/2022 18:24:47,NOTICE,,GCE Managed Instance Group for GKE,-6xnvrpdiwrg,7/29/2022 19:00:30
projects/ikala-cc-staging/logs/cloudaudit.googleapis.com%2Factivity,gce_instance,compute.googleapis.com,v1.compute.instances.insert,707885213199@cloudservices.gserviceaccount.com,ikala-cc-staging,projects/707885213199/zones/asia-east1-a/instances/gke-convoy-staging-k-default-pool-v1--4be0cbfe-4cdj,,,,,,,7/29/2022 20:49:39,NOTICE,,GCE Managed Instance Group for GKE,jpegetdbdy8,7/29/2022 21:00:18
projects/ikala-cc-staging/logs/cloudaudit.googleapis.com%2Factivity,gce_instance,compute.googleapis.com,v1.compute.instances.insert,707885213199@cloudservices.gserviceaccount.com,ikala-cc-staging,projects/707885213199/zones/asia-east1-a/instances/gke-convoy-staging-k-default-pool-v1--4be0cbfe-4cdj,,,,,,,7/29/2022 7:49:50,NOTICE,,GCE Managed Instance Group for GKE,hholssdourw,7/29/2022 8:00:15
projects/ikala-cc-staging/logs/cloudaudit.googleapis.com%2Factivity,gce_instance,compute.googleapis.com,v1.compute.instances.insert,707885213199@cloudservices.gserviceaccount.com,ikala-cc-staging,projects/707885213199/zones/asia-east1-a/instances/gke-convoy-staging-k-default-pool-v1--4be0cbfe-4cdj,,,,,,,7/29/2022 10:26:55,NOTICE,,GCE Managed Instance Group for GKE,e5sdf9d6m8y,7/29/2022 11:00:24
projects/ikala-cc-staging/logs/cloudaudit.googleapis.com%2Factivity,gce_instance,compute.googleapis.com,v1.compute.instances.insert,707885213199@cloudservices.gserviceaccount.com,ikala-cc-staging,projects/707885213199/zones/asia-east1-a/instances/gke-convoy-staging-k-default-pool-v1--4be0cbfe-4cdj,,,,,,,7/29/2022 18:35:42,NOTICE,,GCE Managed Instance Group for GKE,e5sdf9d7np4,7/29/2022 19:00:30
projects/ikala-cc-staging/logs/cloudaudit.googleapis.com%2Factivity,gce_instance,compute.googleapis.com,v1.compute.instances.insert,707885213199@cloudservices.gserviceaccount.com,ikala-cc-staging,projects/707885213199/zones/asia-east1-a/instances/gke-convoy-staging-k-default-pool-v1--4be0cbfe-4cdj,,,,,,,7/29/2022 3:22:18,NOTICE,,GCE Managed Instance Group for GKE,-3lp4med27l0,7/29/2022 4:00:24
projects/ikala-cc-staging/logs/cloudaudit.googleapis.com%2Factivity,gce_instance,compute.googleapis.com,v1.compute.instances.insert,707885213199@cloudservices.gserviceaccount.com,ikala-cc-staging,projects/707885213199/zones/asia-east1-a/instances/gke-convoy-staging-k-default-pool-v1--4be0cbfe-4cdj,,,,,,,7/29/2022 8:00:33,NOTICE,,GCE Managed Instance Group for GKE,jpegetd8v14,7/29/2022 9:00:11
projects/ikala-cc-staging/logs/cloudaudit.googleapis.com%2Factivity,gce_instance,compute.googleapis.com,v1.compute.instances.delete,707885213199@cloudservices.gserviceaccount.com,ikala-cc-staging,projects/707885213199/zones/asia-east1-a/instances/gke-convoy-staging-k-default-pool-v1--4be0cbfe-4cdj,,,,,,,7/29/2022 16:33:53,NOTICE,,GCE Managed Instance Group for GKE,-suo8e9e6qpy2,7/29/2022 17:00:15
projects/ikala-cc-staging/logs/cloudaudit.googleapis.com%2Factivity,gce_instance,compute.googleapis.com,v1.compute.instances.insert,707885213199@cloudservices.gserviceaccount.com,ikala-cc-staging,projects/707885213199/zones/asia-east1-a/instances/gke-convoy-staging-k-default-pool-v1--4be0cbfe-4cdj,,,,,,,7/29/2022 12:07:30,NOTICE,,GCE Managed Instance Group for GKE,hholssdpog0,7/29/2022 13:00:24
projects/ikala-cc-staging/logs/cloudaudit.googleapis.com%2Factivity,gce_instance,compute.googleapis.com,v1.compute.instances.delete,707885213199@cloudservices.gserviceaccount.com,ikala-cc-staging,projects/707885213199/zones/asia-east1-a/instances/gke-convoy-staging-k-default-pool-v1--4be0cbfe-4cdj,,,,,,,7/29/2022 18:56:42,NOTICE,,GCE Managed Instance Group for GKE,-hqz2joerls3g,7/29/2022 19:00:30
projects/ikala-cc-staging/logs/cloudaudit.googleapis.com%2Factivity,gce_instance,compute.googleapis.com,v1.compute.instances.delete,707885213199@cloudservices.gserviceaccount.com,ikala-cc-staging,projects/707885213199/zones/asia-east1-a/instances/gke-convoy-staging-k-default-pool-v1--4be0cbfe-4cdj,,,,,,,7/29/2022 13:51:26,NOTICE,,GCE Managed Instance Group for GKE,-2hmce1e9863a,7/29/2022 14:00:19
projects/ikala-cc-staging/logs/cloudaudit.googleapis.com%2Factivity,gce_instance,compute.googleapis.com,v1.compute.instances.insert,707885213199@cloudservices.gserviceaccount.com,ikala-cc-staging,projects/707885213199/zones/asia-east1-a/instances/gke-convoy-staging-k-default-pool-v1--4be0cbfe-4cdj,,,,,,,7/29/2022 5:56:48,NOTICE,,GCE Managed Instance Group for GKE,-1xq0zfdexg6,7/29/2022 6:00:15
projects/ikala-cc-staging/logs/cloudaudit.googleapis.com%2Factivity,gce_instance,compute.googleapis.com,v1.compute.instances.insert,707885213199@cloudservices.gserviceaccount.com,ikala-cc-staging,projects/707885213199/zones/asia-east1-a/instances/gke-convoy-staging-k-default-pool-v1--4be0cbfe-4cdj,,,,,,,7/29/2022 0:37:06,NOTICE,,GCE Managed Instance Group for GKE,e5sdf9d59a2,7/29/2022 1:00:18
projects/ikala-cc-staging/logs/cloudaudit.googleapis.com%2Factivity,gce_instance,compute.googleapis.com,v1.compute.instances.insert,707885213199@cloudservices.gserviceaccount.com,ikala-cc-staging,projects/707885213199/zones/asia-east1-a/instances/gke-convoy-staging-k-default-pool-v1--4be0cbfe-4cdj,,,,,,,7/29/2022 22:51:56,NOTICE,,GCE Managed Instance Group for GKE,-1xq0zfdgvra,7/29/2022 23:00:26
projects/ikala-cc-staging/logs/cloudaudit.googleapis.com%2Factivity,gce_instance,compute.googleapis.com,v1.compute.instances.delete,707885213199@cloudservices.gserviceaccount.com,ikala-cc-staging,projects/707885213199/zones/asia-east1-a/instances/gke-convoy-staging-k-default-pool-v1--4be0cbfe-4cdj,,,,,,,7/29/2022 1:09:17,NOTICE,,GCE Managed Instance Group for GKE,uigmrd7kwc,7/29/2022 2:00:10
